epoch,loss,train_auroc,train_auprc,train_accuracy,train_f1,train_mcc,val_auroc,val_auprc,val_accuracy,val_f1,val_mcc,test_auroc,test_auprc,test_accuracy,test_f1,test_mcc
0,2.041456937789917,0.8590359180862428,0.8566676903103614,0.545995670995671,0.68682344158268,0.21039668413944224,0.842579698144454,0.8567632931746749,0.5414110429447853,0.6842661034846885,0.19459743752898476,0.814762810794678,0.8267375036215667,0.5359116022099447,0.6797966963151207,0.1637773839048163
1,0.8515910506248474,0.8056466215962969,0.7963116882962755,0.6152597402597403,0.7138832997987927,0.3182271310955321,0.7828766607700703,0.7930640962068041,0.598159509202454,0.7009132420091324,0.2702082117892794,0.7516694986247198,0.7597725114975347,0.5883977900552486,0.6902286902286903,0.23463538403416528
2,0.6207712292671204,0.8250483733438279,0.806132264385028,0.5836038961038961,0.7038676159322687,0.28663958623908525,0.8135279837404494,0.8109791842859111,0.5644171779141104,0.691304347826087,0.22627786434233257,0.768183036062527,0.7598392890806603,0.565377532228361,0.6898817345597897,0.2193689285095179
3,0.6646454930305481,0.849067846835704,0.8365877474308215,0.5346320346320347,0.6820702402957486,0.1852723511726585,0.841525838383078,0.8420931719242979,0.5322085889570553,0.6792849631966351,0.16165807537309523,0.7963126888678611,0.7891838536110094,0.5202578268876611,0.6737633061991234,0.11979188151398384
4,0.7782189846038818,0.8527913059163058,0.8405965831460216,0.5281385281385281,0.6791758646063282,0.16706875812358052,0.8452802137829802,0.8475244222464704,0.5260736196319018,0.6764397905759162,0.14133824053442792,0.7999213156564886,0.7940810419261831,0.5184162062615101,0.6737367436057392,0.12047318414773371
5,0.7432287931442261,0.8512989648338676,0.8365412558760628,0.5362554112554112,0.682944876063633,0.1912327556760277,0.8430125334035906,0.8448456998011398,0.5322085889570553,0.6792849631966351,0.16165807537309523,0.7962414659707173,0.788649922350448,0.5239410681399632,0.6754551161330823,0.13372956996714633
6,0.7600204944610596,0.8433368354228744,0.8254059688589026,0.5565476190476191,0.6919751926329637,0.23748788670933157,0.8316364936580223,0.8333568714696695,0.5383435582822086,0.6794462193823216,0.16168788043030338,0.785880230219536,0.776800303436096,0.5488029465930019,0.6846846846846847,0.19247293111500463
7,0.6957964301109314,0.8307978322182867,0.8120290130726958,0.5800865800865801,0.7013086989992302,0.2742264644523066,0.8121683164590312,0.8183734624641703,0.5598159509202454,0.6870229007633588,0.20540260589092355,0.7705639157670536,0.7623483032152927,0.5626151012891344,0.685638649900728,0.20120104424309143
8,0.6612770557403564,0.8213572705252901,0.8046756245649128,0.5982142857142857,0.7086521483225426,0.3012159797404666,0.797705973126576,0.8093012969208428,0.5766871165644172,0.6905829596412556,0.22662747659576354,0.7604773969048564,0.7555953872435406,0.574585635359116,0.6874154262516915,0.21557120025774432
9,0.6228711009025574,0.8230774231180075,0.8088324934418346,0.6057900432900433,0.7123395853899309,0.3149803565248345,0.7981482178478677,0.812707405507358,0.588957055214724,0.6940639269406392,0.24487619193403445,0.7627327886477485,0.7596778407463055,0.580110497237569,0.689795918367347,0.22661091448578502
