epoch,loss,train_auroc,train_auprc,train_accuracy,train_f1,train_mcc,val_auroc,val_auprc,val_accuracy,val_f1,val_mcc,test_auroc,test_auprc,test_accuracy,test_f1,test_mcc
0,3.112417221069336,0.6119504706152433,0.5716901495701135,0.5010822510822511,0.6671480144404333,0.03291540093383166,0.5611739644970414,0.536775888603695,0.5015384615384615,0.6673511293634496,0.03925343359894298,0.5938023761894464,0.5589200494566007,0.5009191176470589,0.6670754138565297,0.030330895164368973
1,5.768028259277344,0.5836684622195987,0.5670524089147702,0.529491341991342,0.6747708995698523,0.13128690601856105,0.5330982248520709,0.521917658918054,0.5246153846153846,0.6716259298618491,0.11055799856455642,0.5594267003676471,0.53777844493809,0.5220588235294118,0.6700507614213198,0.09983374884595826
2,1.8399765491485596,0.635871411236671,0.6169913948425103,0.5892857142857143,0.637708830548926,0.1853152510652192,0.5932497041420118,0.5819921572411456,0.5492307692307692,0.5969738651994498,0.10134704989563607,0.6202962802768166,0.5934323821329409,0.5716911764705882,0.6254019292604501,0.14966826350840057
3,1.1778130531311035,0.7650444905923802,0.7430789213523608,0.6036255411255411,0.7076431849930154,0.2949752470242782,0.71643550295858,0.7133429636466796,0.5784615384615385,0.6893424036281179,0.2240789724195054,0.7467797091262977,0.7226116804461962,0.5845588235294118,0.6933514246947082,0.24000362957193755
4,1.5117506980895996,0.775252232435674,0.7575610393500388,0.6939935064935064,0.7267455907223968,0.3996395386583555,0.72661775147929,0.7252149041282943,0.6584615384615384,0.6942148760330579,0.32596079236868974,0.7519919847534602,0.7280459736228728,0.6746323529411765,0.7121951219512195,0.3618082925542796
5,1.0118581056594849,0.7742589976762055,0.7577517203245605,0.6999458874458875,0.672571597283732,0.4056019702227446,0.723607100591716,0.7231338014720091,0.6569230769230769,0.6277128547579299,0.3177832248214919,0.7455395761245676,0.7256483842100658,0.6819852941176471,0.6533066132264529,0.36905630978346937
6,1.0008676052093506,0.8034327797923577,0.7969773390761735,0.7267316017316018,0.7293676312968917,0.45354927048067384,0.7505798816568046,0.7629418462116465,0.6723076923076923,0.6787330316742082,0.3448914081955723,0.7696140381704153,0.7713666317853864,0.7077205882352942,0.7129963898916968,0.41572222561479766
7,0.9458256363868713,0.8315348522329041,0.8346152713123743,0.7088744588744589,0.7545620437956204,0.4501048380965582,0.7782059171597633,0.8020912745562168,0.6615384615384615,0.7172236503856041,0.3514852340687728,0.7952952665441176,0.8097918954079811,0.6755514705882353,0.7290867229470452,0.3822209876147298
8,1.2079660892486572,0.8306632828751335,0.8299109652423261,0.7462121212121212,0.7589928057553957,0.4952174335358427,0.7782343195266272,0.7963098452337689,0.6984615384615385,0.7159420289855073,0.3999639493487619,0.7900745431444636,0.8036420774133723,0.7095588235294118,0.7271157167530224,0.4226311373994962
9,0.831695556640625,0.8215660489402372,0.8175719420045033,0.7291666666666666,0.682323072040622,0.47966701341702145,0.7717301775147929,0.7800632576713749,0.683076923076923,0.6213235294117647,0.38733457798831383,0.7757758434256055,0.7856113911278764,0.6966911764705882,0.6481876332622601,0.4092473983447856
10,1.072880506515503,0.8388773811866345,0.8375559882617791,0.753517316017316,0.7349432644748327,0.5120889144770253,0.7879289940828402,0.8005949600420486,0.7046153846153846,0.6789297658862876,0.4145716903727821,0.7906202692474049,0.804320747297149,0.7352941176470589,0.7192982456140351,0.47367464042554125
11,0.774938702583313,0.857574469181612,0.8576881807126551,0.7602813852813853,0.7802579365079365,0.5293864967943159,0.8061917159763314,0.8265594048766408,0.7,0.7280334728033473,0.40878077793689677,0.808744120350346,0.8255405378220143,0.7104779411764706,0.735071488645921,0.4284042414133298
12,0.7432361841201782,0.8670983372687919,0.8668760922070995,0.7486471861471862,0.7800142079090694,0.5188386200793116,0.8155644970414202,0.8378753748542734,0.6846153846153846,0.7291941875825627,0.39103094350288753,0.8159703449394464,0.8330706497818181,0.6966911764705882,0.7364217252396166,0.4125773159415062
13,0.7089128494262695,0.8695070486872434,0.8681620870312657,0.7843614718614719,0.7945346738850219,0.5715321104162399,0.8141254437869823,0.8339829045594787,0.7276923076923076,0.74235807860262,0.45836472351908586,0.813513732698962,0.8287673936336324,0.7261029411764706,0.7413194444444444,0.4553681997773022
14,0.5721937417984009,0.8691158453739622,0.8655370077575537,0.7867965367965368,0.7760090960773166,0.5762725183697174,0.8082082840236686,0.8228047866748436,0.7384615384615385,0.7249190938511327,0.47925183005665395,0.807154249567474,0.8162569743288406,0.7371323529411765,0.7217898832684825,0.4771759599158162
15,0.5299420952796936,0.8709260391484418,0.8656959171129597,0.7846320346320347,0.7673874926943308,0.5756263764330272,0.8061443786982249,0.8167175606356302,0.7353846153846154,0.7152317880794702,0.47555677627045007,0.8048277330233564,0.8090207595219706,0.7297794117647058,0.7065868263473054,0.465411376481969
16,0.5552194714546204,0.8766260119750379,0.8716442050907773,0.7984307359307359,0.7957225116534138,0.5970713952601986,0.8112757396449704,0.8233722992117333,0.7492307692307693,0.7457098283931357,0.49865277453862333,0.8097696799307958,0.8146559062881629,0.7408088235294118,0.7344632768361582,0.4821686654691553
17,0.5029016137123108,0.881524837896591,0.8769760026306941,0.7932900432900433,0.8069732187973724,0.5925656370170523,0.8174390532544378,0.831242213935234,0.7138461538461538,0.7357954545454546,0.43372109927678354,0.8151559796712802,0.8199867173572495,0.7279411764705882,0.7421602787456446,0.4586807676710171
18,0.5070275068283081,0.8851923689586028,0.87979351370763,0.7838203463203464,0.8055487953273303,0.5823703509222092,0.8219834319526627,0.8345961801725316,0.7046153846153846,0.736986301369863,0.4222222222222222,0.818359375,0.8214128382065968,0.7141544117647058,0.741479634247714,0.43821230424646657
19,0.4922139346599579,0.8874540863177227,0.8798918705520699,0.7905844155844156,0.8092656481025136,0.5926506155447958,0.8238485207100592,0.8287306322208174,0.7230769230769231,0.7478991596638656,0.45506449034634505,0.8190385759083044,0.816892322112208,0.7242647058823529,0.7453310696095077,0.4547966645816491
20,0.47484007477760315,0.8855976274807442,0.8744560473239529,0.8022186147186147,0.8088888888888889,0.6059152736128628,0.8221443786982248,0.8153528063014566,0.7384615384615385,0.7470238095238095,0.4780195365851409,0.8144497458910035,0.8057043995994397,0.7536764705882353,0.7563636363636363,0.507476423106192
21,0.4684653580188751,0.8846515362343285,0.8716802512628341,0.8070887445887446,0.8058807514293493,0.6142250627860705,0.821841420118343,0.8090275735964816,0.76,0.7577639751552795,0.520088638043031,0.8124831044550174,0.8004946097716795,0.7573529411764706,0.7518796992481203,0.5152075179629535
22,0.470610648393631,0.8865249784486798,0.8739510381093518,0.8087121212121212,0.8058225762153255,0.6176978724544382,0.8252591715976332,0.8119489059875407,0.7630769230769231,0.7578616352201258,0.526642697744184,0.8149599913494809,0.8022947327701238,0.7555147058823529,0.7466666666666667,0.5122807600219644
23,0.45845726132392883,0.8912691970727685,0.8805290319188215,0.8095238095238095,0.8133616118769883,0.6195717847919481,0.8331550295857988,0.8238768219641432,0.7646153846153846,0.7678300455235205,0.5294338100039705,0.8217621377595155,0.8124558251401204,0.7582720588235294,0.7589367552703942,0.5165519723911558
24,0.4461987018585205,0.8969846891924813,0.8882603970405833,0.8043831168831169,0.8186606471030851,0.6164570502852006,0.8421396449704142,0.8388095582280689,0.7507692307692307,0.7685714285714286,0.507581311593313,0.830503892733564,0.8251529920471334,0.7555147058823529,0.7694974003466204,0.5148324705520773
25,0.4453519284725189,0.9007421150278293,0.8935602514387746,0.7938311688311688,0.8153174987881726,0.6042474829068949,0.8481704142011834,0.8544033219159629,0.7492307692307693,0.7751724137931034,0.5122889809472775,0.8381575746107266,0.8365552999194037,0.7398897058823529,0.7619848612279226,0.4882685895584239
26,0.46978864073753357,0.9015769358707669,0.8949180359457914,0.8111471861471862,0.8240040342914775,0.6290444906524408,0.8492591715976332,0.8564174037260326,0.7569230769230769,0.7742857142857142,0.5200372946998973,0.8394078449394464,0.8402725978896863,0.7555147058823529,0.7682926829268293,0.5141663444054143
27,0.45859619975090027,0.900649438494406,0.894385830872767,0.8195346320346321,0.8144645340751043,0.6400258654858433,0.8473940828402367,0.8547124106458761,0.7569230769230769,0.75,0.5146360717264844,0.8380122729238755,0.8389311282112388,0.7748161764705882,0.7659980897803247,0.5512000683529806
28,0.42923858761787415,0.9006150325143832,0.8952647018602804,0.8127705627705628,0.8006912442396313,0.6301877344364277,0.8481798816568047,0.8573771756198993,0.7661538461538462,0.75,0.5368090800345903,0.8395193555363321,0.842599768521527,0.7674632352941176,0.7487586891757696,0.5409566759639615
29,0.44987237453460693,0.9019084045463917,0.8981199644652258,0.8200757575757576,0.8193425699538169,0.6401726039980677,0.8533680473372781,0.8661921078783472,0.7569230769230769,0.7576687116564417,0.5138558837538225,0.8453010110294117,0.8518035862596778,0.7711397058823529,0.7657572906867357,0.5428529520252332
30,0.42526742815971375,0.9015444332002774,0.8998951096324548,0.8057359307359307,0.8202303455182774,0.6195804925690358,0.8582343195266273,0.8751099357302212,0.7461538461538462,0.767277856135402,0.5006261743217588,0.8503020923442907,0.859307071587715,0.7536764705882353,0.7693631669535284,0.5121131356102205
31,0.4167202413082123,0.9011915888945109,0.9002236124148658,0.7943722943722944,0.8150851581508516,0.604098864495751,0.8603455621301774,0.8783043530292877,0.7415384615384616,0.7666666666666667,0.49468758866054324,0.8521234320934257,0.8623132798369781,0.7481617647058824,0.7697478991596639,0.5052849588337058
32,0.44155529141426086,0.9019816087592062,0.9004419728680121,0.8097943722943723,0.8211650979394556,0.6246599584992589,0.8607905325443788,0.8786402470696667,0.7492307692307693,0.7674750356633381,0.5047145335400166,0.8510725291955017,0.8608735093345246,0.7637867647058824,0.7751531058617673,0.530290755256486
33,0.4050964117050171,0.9029073492344595,0.9006428316230777,0.8216991341991342,0.8245940910300772,0.6437490693006457,0.8605254437869823,0.8777954605592746,0.7630769230769231,0.7680722891566265,0.526642697744184,0.8499810769896194,0.859123459384354,0.7738970588235294,0.7738970588235294,0.5477941176470589
34,0.4115109443664551,0.9030618101234984,0.8996172304794109,0.8165584415584416,0.8034782608695652,0.6388020000244069,0.857789349112426,0.873713790266202,0.7738461538461539,0.7529411764705882,0.5557075815384718,0.8470885596885812,0.8553250840819013,0.7711397058823529,0.7527308838133069,0.5483925065614041
35,0.4453047811985016,0.9036374880530725,0.9004842822636419,0.8179112554112554,0.8073289436014887,0.6396937171970748,0.8599668639053255,0.8753592954598526,0.7676923076923077,0.7528641571194763,0.5392815220785238,0.8482205612024223,0.8560078514468686,0.7729779411764706,0.7576054955839058,0.5504012445550313
