epoch,loss,train_auroc,train_auprc,train_accuracy,train_f1,train_mcc,val_auroc,val_auprc,val_accuracy,val_f1,val_mcc,test_auroc,test_auprc,test_accuracy,test_f1,test_mcc
0,5.2165422439575195,0.6901598018684059,0.6340313075809167,0.5,0.6666666666666666,0.0,0.6436165680473374,0.5957474185446285,0.5,0.6666666666666666,0.0,0.6968702692474048,0.6432612485684923,0.5,0.6666666666666666,0.0
1,5.145722389221191,0.642027446309102,0.5873954671455364,0.5054112554112554,0.6690803765387401,0.07376107651831262,0.5850650887573964,0.5338829076476832,0.5076923076923077,0.6701030927835051,0.08804509063256238,0.6300838694852942,0.5758939484344606,0.5055147058823529,0.6691266912669127,0.07446668051195447
2,2.9234776496887207,0.5696546869436481,0.5130586676207985,0.5159632034632035,0.6737187670983038,0.12529533064660045,0.5060023668639053,0.46828977947652495,0.5153846153846153,0.6728971962616822,0.1142875802206236,0.5445434147923875,0.4921543019899086,0.5183823529411765,0.674937965260546,0.1368451378759933
3,2.0664284229278564,0.6062563541256722,0.5337015431982522,0.5319264069264069,0.680576070901034,0.17460818565507705,0.5340970414201184,0.48440271757891096,0.5307692307692308,0.6799580272822665,0.17015269548251433,0.5789410548226643,0.5094298433232766,0.5303308823529411,0.6800250469630558,0.17189598467744832
4,1.5643539428710938,0.6999940558179194,0.6238958433099842,0.5533008658008658,0.6905342080599812,0.23076349581230482,0.6309349112426036,0.5678988535755649,0.5446153846153846,0.6864406779661016,0.20934945106797598,0.6753047956314879,0.5990073996670808,0.5477941176470589,0.6842105263157895,0.1898315991504998
5,1.3419313430786133,0.7434545185153951,0.6855917860898623,0.5749458874458875,0.6990997893123923,0.2653813122858572,0.6904236686390532,0.6313781179848235,0.563076923076923,0.693304535637149,0.23891784053120121,0.7301071853373703,0.6712345987159544,0.5716911764705882,0.6942257217847769,0.2397561119080782
6,1.283141851425171,0.7357805208860404,0.6828772244575064,0.5992965367965368,0.706092478666402,0.28910591222414467,0.693614201183432,0.6370780447267574,0.5846153846153846,0.6945701357466063,0.2438574844133302,0.7261249053849481,0.6770676274160097,0.5845588235294118,0.6945945945945946,0.24390915914071482
7,1.1526941061019897,0.7196012185866082,0.6646081165638389,0.6212121212121212,0.7105045492142267,0.30801444814157014,0.6772923076923077,0.6213700244888336,0.6076923076923076,0.6996466431095406,0.27242510312167756,0.7074874297145328,0.6595704253839694,0.6047794117647058,0.6950354609929078,0.25999764730801894
8,0.9425310492515564,0.7036814984258166,0.6440256866653473,0.6266233766233766,0.7023295944779983,0.29414166342133774,0.6538887573964497,0.5952557437870869,0.6,0.6829268292682927,0.23466315646534902,0.6890797334558824,0.6364941629718583,0.6158088235294118,0.6903703703703704,0.2642886241387684
9,0.9943072199821472,0.7058214039748131,0.6486600887827276,0.6325757575757576,0.6957885304659498,0.29151797093094234,0.652326627218935,0.594378936533526,0.5907692307692308,0.6649874055415617,0.20250059463912812,0.6899025464965398,0.6424037654047515,0.6194852941176471,0.6834862385321101,0.26129082968893
