epoch,loss,train_auroc,train_auprc,train_accuracy,train_f1,train_mcc,val_auroc,val_auprc,val_accuracy,val_f1,val_mcc,test_auroc,test_auprc,test_accuracy,test_f1,test_mcc
0,3.052060604095459,0.5513464597271416,0.5115879826606922,0.4921536796536797,0.6534982462617686,-0.04307475971023914,0.5147069893484888,0.48355170076536924,0.49846625766871167,0.659729448491155,-0.009624732691800112,0.5493048984395402,0.5085389954756646,0.501841620626151,0.662507797878977,0.012047318414773371
1,1.6273436546325684,0.7000031331403085,0.6709056770686203,0.5124458874458875,0.6720058245358573,0.1077369055238204,0.6568745530505475,0.6245228842467621,0.5122699386503068,0.6708074534161491,0.09128709291752768,0.6708586428985686,0.6373090376344791,0.5082872928176796,0.6691449814126395,0.07100716024967263
2,1.2616556882858276,0.7027056862689979,0.6894877593740567,0.5102813852813853,0.6711482558139535,0.0993689057556347,0.6652866122172456,0.655073348427186,0.5076687116564417,0.6694129763130793,0.07441168295606795,0.6674501185352502,0.6553496124119018,0.5082872928176796,0.6699629171817059,0.08276408817690652
3,1.2778093814849854,0.6965058750773037,0.6825683283532453,0.5146103896103896,0.6729857819905213,0.11755697865083228,0.6591704618164026,0.6492027188169404,0.5107361963190185,0.6707946336429309,0.09201768411792821,0.6625187807996635,0.6475188212821267,0.511049723756906,0.6707997520148791,0.09171267607736144
4,1.3112903833389282,0.6941214674575064,0.6680495908545356,0.5303030303030303,0.6792313377679231,0.1632909852253487,0.6562158906996876,0.6318324168222329,0.5168711656441718,0.6694648478488983,0.08785953702139589,0.6670973956160611,0.6345208278828178,0.5193370165745856,0.6721105527638191,0.10659349167743559
5,1.2012622356414795,0.7016177252581474,0.6601803667924016,0.564935064935065,0.6905311778290993,0.2223457819883567,0.6723813466822236,0.6281231883165318,0.5506134969325154,0.6811751904243744,0.17642518738285642,0.6882607707674097,0.6329687287870236,0.5570902394106814,0.6862361382909328,0.20111222724172675
6,1.0089081525802612,0.7114549073761736,0.666858791906396,0.5974025974025974,0.7021617293835068,0.27409105321527144,0.6871824306522639,0.6356579746437013,0.5690184049079755,0.6839145106861643,0.20103112962358255,0.70540174801339,0.6432052626047853,0.5939226519337016,0.7022282241728561,0.2737586779442505
7,0.9363857507705688,0.7393441019658553,0.7093369253968067,0.6087662337662337,0.7077607113985449,0.2957481769947422,0.7170010162219127,0.6766608218362398,0.5904907975460123,0.6962457337883959,0.2521574759893443,0.7323087410844195,0.681675661030985,0.6068139963167587,0.7069320521619766,0.2925638536589277
8,0.9090362191200256,0.7619256983096269,0.744870487008106,0.6166125541125541,0.7129835932752684,0.3147559658822982,0.7399695133426173,0.7095852599089554,0.5966257668711656,0.7001140250855188,0.26705705971783755,0.7547524326010941,0.7176024074923308,0.6178637200736649,0.71280276816609,0.31419392916304933
9,0.8556993007659912,0.7812097376829519,0.7723358174673789,0.6263528138528138,0.7187945428629607,0.33538337221039843,0.7598987541872106,0.7426480558613524,0.6150306748466258,0.7104959630911188,0.3060561716039225,0.7737452051728173,0.7463354835214462,0.6270718232044199,0.7181628392484343,0.33308855665900805
10,0.7844776511192322,0.7945519375105414,0.7899048650328991,0.6409632034632035,0.7265608901710282,0.36155673962455154,0.7727803078776017,0.762306433968689,0.6165644171779141,0.7093023255813954,0.3027624145553159,0.7877184592791564,0.7666350682677651,0.64548802946593,0.7271438695960312,0.3632193505610528
11,0.7629998326301575,0.8018285826727386,0.799505040304735,0.6593614718614719,0.7330930676277295,0.38238184635570716,0.7781342918438783,0.7738036253937822,0.6365030674846626,0.7175208581644815,0.33329125907209495,0.7958141285878535,0.7764611473609973,0.6666666666666666,0.7376811594202899,0.396475332795786
12,0.7181733250617981,0.804179316354641,0.8031283808058527,0.6758658008658008,0.7381993006993007,0.39999401670229945,0.7800444126613723,0.7789969152225186,0.6349693251533742,0.7083333333333334,0.31233965399997066,0.7994770204409715,0.7821245941674622,0.6758747697974218,0.7388724035608308,0.4015894241137345
13,0.6616233587265015,0.8008350550964187,0.7995792329363172,0.6799242424242424,0.7349316603181716,0.3955241006696255,0.7775414957281042,0.7790526750971137,0.6441717791411042,0.7048346055979644,0.31629936745917225,0.7970995323029755,0.7803608271937073,0.6961325966850829,0.7473200612557427,0.4290580684404348
